,reporttime,name,code,SW3,type,value(M)
1621,20210331,新乳业,002946,乳品,销售额,27
1622,20200331,新乳业,002946,乳品,销售额,18
1624,20220630,新乳业,002946,乳品,销售额,26
1625,20200229,新乳业,002946,乳品,销售额,12
1626,20200430,新乳业,002946,乳品,销售额,18
1627,20210228,新乳业,002946,乳品,销售额,19
1628,20210430,新乳业,002946,乳品,销售额,27
1629,20200531,新乳业,002946,乳品,销售额,22
1630,20220228,新乳业,002946,乳品,销售额,12
1631,20220831,新乳业,002946,乳品,销售额,19
1632,20221031,新乳业,002946,乳品,销售额,20
1634,20200630,新乳业,002946,乳品,销售额,26
1635,20210930,新乳业,002946,乳品,销售额,26
1637,20200731,新乳业,002946,乳品,销售额,21
1638,20221130,新乳业,002946,乳品,销售额,41
1639,20221231,新乳业,002946,乳品,销售额,25
1640,20230131,新乳业,002946,乳品,销售额,19
1641,20230228,新乳业,002946,乳品,销售额,20
1642,20230331,新乳业,002946,乳品,销售额,22
1643,20230430,新乳业,002946,乳品,销售额,19
1644,20230531,新乳业,002946,乳品,销售额,22
1645,20230630,新乳业,002946,乳品,销售额,21
1646,20230731,新乳业,002946,乳品,销售额,18
1647,20230831,新乳业,002946,乳品,销售额,21
1648,20230930,新乳业,002946,乳品,销售额,25
1649,20230731,新乳业,002946,乳品,销售额,18
1651,20200630,鱼跃医疗,002223,医疗设备,销售额,283
1652,20210630,鱼跃医疗,002223,医疗设备,销售额,355
1653,20200731,鱼跃医疗,002223,医疗设备,销售额,207
1654,20221031,鱼跃医疗,002223,医疗设备,销售额,293
1655,20220630,鱼跃医疗,002223,医疗设备,销售额,429
1656,20200131,鱼跃医疗,002223,医疗设备,销售额,256
1657,20200229,鱼跃医疗,002223,医疗设备,销售额,279
1658,20220331,鱼跃医疗,002223,医疗设备,销售额,315
1659,20210930,鱼跃医疗,002223,医疗设备,销售额,274
1660,20220430,鱼跃医疗,002223,医疗设备,销售额,257
1662,20201130,鱼跃医疗,002223,医疗设备,销售额,382
1663,20210430,鱼跃医疗,002223,医疗设备,销售额,268
1664,20200930,鱼跃医疗,002223,医疗设备,销售额,224
1665,20220930,鱼跃医疗,002223,医疗设备,销售额,275
1666,20220131,鱼跃医疗,002223,医疗设备,销售额,362
1667,20200430,鱼跃医疗,002223,医疗设备,销售额,275
1668,20200531,鱼跃医疗,002223,医疗设备,销售额,249
1669,20220228,鱼跃医疗,002223,医疗设备,销售额,277
1671,20200831,鱼跃医疗,002223,医疗设备,销售额,212
1672,20210531,鱼跃医疗,002223,医疗设备,销售额,334
1673,20220531,鱼跃医疗,002223,医疗设备,销售额,295
1674,20210331,鱼跃医疗,002223,医疗设备,销售额,294
1675,20220831,鱼跃医疗,002223,医疗设备,销售额,285
1676,20211231,鱼跃医疗,002223,医疗设备,销售额,389
1677,20201031,鱼跃医疗,002223,医疗设备,销售额,251
1678,20210131,鱼跃医疗,002223,医疗设备,销售额,314
1679,20211031,鱼跃医疗,002223,医疗设备,销售额,290
1680,20211130,鱼跃医疗,002223,医疗设备,销售额,476
1681,20201231,鱼跃医疗,002223,医疗设备,销售额,277
1682,20210228,鱼跃医疗,002223,医疗设备,销售额,236
1683,20200331,鱼跃医疗,002223,医疗设备,销售额,266
1684,20220731,鱼跃医疗,002223,医疗设备,销售额,292
1685,20210731,鱼跃医疗,002223,医疗设备,销售额,380
1686,20210831,鱼跃医疗,002223,医疗设备,销售额,304
1688,20221130,鱼跃医疗,002223,医疗设备,销售额,579
1689,20221231,鱼跃医疗,002223,医疗设备,销售额,1199
1690,20230131,鱼跃医疗,002223,医疗设备,销售额,731
1691,20230228,鱼跃医疗,002223,医疗设备,销售额,604
1692,20230331,鱼跃医疗,002223,医疗设备,销售额,472
1693,20230430,鱼跃医疗,002223,医疗设备,销售额,386
1694,20230531,鱼跃医疗,002223,医疗设备,销售额,391
1695,20230630,鱼跃医疗,002223,医疗设备,销售额,623
1696,20230731,鱼跃医疗,002223,医疗设备,销售额,356
1697,20230831,鱼跃医疗,002223,医疗设备,销售额,250
1698,20230930,鱼跃医疗,002223,医疗设备,销售额,263
1699,20230731,鱼跃医疗,002223,医疗设备,销售额,356
1700,20200930,西王食品,000639,粮油加工,销售额,19
1701,20201130,西王食品,000639,粮油加工,销售额,33
1702,20210131,西王食品,000639,粮油加工,销售额,26
1703,20211031,西王食品,000639,粮油加工,销售额,15
1704,20211130,西王食品,000639,粮油加工,销售额,55
1706,20200630,西王食品,000639,粮油加工,销售额,29
1707,20201031,西王食品,000639,粮油加工,销售额,13
1708,20220731,西王食品,000639,粮油加工,销售额,9
1709,20200131,西王食品,000639,粮油加工,销售额,19
1710,20210430,西王食品,000639,粮油加工,销售额,9
1711,20220430,西王食品,000639,粮油加工,销售额,12
1712,20200531,西王食品,000639,粮油加工,销售额,14
1713,20210228,西王食品,000639,粮油加工,销售额,12
1714,20210531,西王食品,000639,粮油加工,销售额,12
1715,20220831,西王食品,000639,粮油加工,销售额,15
1716,20200430,西王食品,000639,粮油加工,销售额,19
1717,20211231,西王食品,000639,粮油加工,销售额,20
1718,20220531,西王食品,000639,粮油加工,销售额,12
1719,20220930,西王食品,000639,粮油加工,销售额,20
1720,20210331,西王食品,000639,粮油加工,销售额,13
1721,20200229,西王食品,000639,粮油加工,销售额,12
1722,20220131,西王食品,000639,粮油加工,销售额,32
1724,20201231,西王食品,000639,粮油加工,销售额,18
1725,20210930,西王食品,000639,粮油加工,销售额,19
1727,20220630,西王食品,000639,粮油加工,销售额,16
1728,20210731,西王食品,000639,粮油加工,销售额,14
1729,20210831,西王食品,000639,粮油加工,销售额,16
1730,20200331,西王食品,000639,粮油加工,销售额,16
1731,20210630,西王食品,000639,粮油加工,销售额,25
1733,20200831,西王食品,000639,粮油加工,销售额,13
1734,20220228,西王食品,000639,粮油加工,销售额,6
1735,20221031,西王食品,000639,粮油加工,销售额,23
1736,20220331,西王食品,000639,粮油加工,销售额,12
1737,20200731,西王食品,000639,粮油加工,销售额,11
1738,20221130,西王食品,000639,粮油加工,销售额,31
1739,20221231,西王食品,000639,粮油加工,销售额,21
1740,20230131,西王食品,000639,粮油加工,销售额,14
1741,20230228,西王食品,000639,粮油加工,销售额,13
1742,20230331,西王食品,000639,粮油加工,销售额,24
1743,20230430,西王食品,000639,粮油加工,销售额,22
1744,20230531,西王食品,000639,粮油加工,销售额,21
1745,20230630,西王食品,000639,粮油加工,销售额,20
1746,20230731,西王食品,000639,粮油加工,销售额,20
1747,20230831,西王食品,000639,粮油加工,销售额,20
1748,20230930,西王食品,000639,粮油加工,销售额,26
1749,20230731,西王食品,000639,粮油加工,销售额,20
1751,20220630,华润三九,000999,中药,销售额,148
1752,20220228,华润三九,000999,中药,销售额,90
1753,20220831,华润三九,000999,中药,销售额,101
1754,20210831,华润三九,000999,中药,销售额,78
1755,20220131,华润三九,000999,中药,销售额,93
1756,20220331,华润三九,000999,中药,销售额,103
1757,20210131,华润三九,000999,中药,销售额,129
1758,20211031,华润三九,000999,中药,销售额,73
1759,20211130,华润三九,000999,中药,销售额,116
1761,20210531,华润三九,000999,中药,销售额,86
1762,20221031,华润三九,000999,中药,销售额,119
1763,20200831,华润三九,000999,中药,销售额,47
1764,20220531,华润三九,000999,中药,销售额,94
1765,20200731,华润三九,000999,中药,销售额,43
1766,20201130,华润三九,000999,中药,销售额,119
1767,20210331,华润三九,000999,中药,销售额,129
1769,20210930,华润三九,000999,中药,销售额,76
1770,20200430,华润三九,000999,中药,销售额,34
1771,20211231,华润三九,000999,中药,销售额,104
1772,20220731,华润三九,000999,中药,销售额,95
1773,20201231,华润三九,000999,中药,销售额,89
1775,20200630,华润三九,000999,中药,销售额,35
1776,20200531,华润三九,000999,中药,销售额,39
1777,20210630,华润三九,000999,中药,销售额,84
1778,20201031,华润三九,000999,中药,销售额,77
1779,20200930,华润三九,000999,中药,销售额,59
1780,20220930,华润三九,000999,中药,销售额,113
1781,20210731,华润三九,000999,中药,销售额,74
1782,20200131,华润三九,000999,中药,销售额,24
1783,20200229,华润三九,000999,中药,销售额,32
1784,20200331,华润三九,000999,中药,销售额,38
1785,20210228,华润三九,000999,中药,销售额,52
1786,20220430,华润三九,000999,中药,销售额,91
1787,20210430,华润三九,000999,中药,销售额,74
1788,20221130,华润三九,000999,中药,销售额,161
1789,20221231,华润三九,000999,中药,销售额,299
1790,20230131,华润三九,000999,中药,销售额,139
1791,20230228,华润三九,000999,中药,销售额,98
1792,20230331,华润三九,000999,中药,销售额,106
1793,20230430,华润三九,000999,中药,销售额,101
1794,20230531,华润三九,000999,中药,销售额,82
1795,20230630,华润三九,000999,中药,销售额,122
1796,20230731,华润三九,000999,中药,销售额,85
1797,20230831,华润三九,000999,中药,销售额,88
1798,20230930,华润三九,000999,中药,销售额,94
1799,20230731,华润三九,000999,中药,销售额,85
1800,20220930,中兴通讯,000063,通信网络设备及器件,销售额,90
1801,20200131,中兴通讯,000063,通信网络设备及器件,销售额,72
1802,20200229,中兴通讯,000063,通信网络设备及器件,销售额,50
1803,20201031,中兴通讯,000063,通信网络设备及器件,销售额,94
1804,20220831,中兴通讯,000063,通信网络设备及器件,销售额,113
1805,20200430,中兴通讯,000063,通信网络设备及器件,销售额,111
1806,20220731,中兴通讯,000063,通信网络设备及器件,销售额,106
1807,20210531,中兴通讯,000063,通信网络设备及器件,销售额,79
1808,20210131,中兴通讯,000063,通信网络设备及器件,销售额,78
1809,20211231,中兴通讯,000063,通信网络设备及器件,销售额,73
1810,20220331,中兴通讯,000063,通信网络设备及器件,销售额,142
1811,20220430,中兴通讯,000063,通信网络设备及器件,销售额,90
1813,20200831,中兴通讯,000063,通信网络设备及器件,销售额,101
1814,20211130,中兴通讯,000063,通信网络设备及器件,销售额,121
1816,20200531,中兴通讯,000063,通信网络设备及器件,销售额,88
1817,20210630,中兴通讯,000063,通信网络设备及器件,销售额,119
1818,20210228,中兴通讯,000063,通信网络设备及器件,销售额,66
1819,20210731,中兴通讯,000063,通信网络设备及器件,销售额,85
1820,20210831,中兴通讯,000063,通信网络设备及器件,销售额,95
1822,20201130,中兴通讯,000063,通信网络设备及器件,销售额,116
1823,20220531,中兴通讯,000063,通信网络设备及器件,销售额,86
1824,20220131,中兴通讯,000063,通信网络设备及器件,销售额,76
1826,20200630,中兴通讯,000063,通信网络设备及器件,销售额,87
1827,20210930,中兴通讯,000063,通信网络设备及器件,销售额,108
1828,20211031,中兴通讯,000063,通信网络设备及器件,销售额,88
1829,20200731,中兴通讯,000063,通信网络设备及器件,销售额,80
1830,20200331,中兴通讯,000063,通信网络设备及器件,销售额,128
1831,20200930,中兴通讯,000063,通信网络设备及器件,销售额,125
1832,20210430,中兴通讯,000063,通信网络设备及器件,销售额,76
1833,20201231,中兴通讯,000063,通信网络设备及器件,销售额,86
1834,20220630,中兴通讯,000063,通信网络设备及器件,销售额,114
1835,20221031,中兴通讯,000063,通信网络设备及器件,销售额,90
1836,20210331,中兴通讯,000063,通信网络设备及器件,销售额,126
1837,20220228,中兴通讯,000063,通信网络设备及器件,销售额,88
1838,20221130,中兴通讯,000063,通信网络设备及器件,销售额,106
1839,20221231,中兴通讯,000063,通信网络设备及器件,销售额,79
1840,20230131,中兴通讯,000063,通信网络设备及器件,销售额,130
1841,20230228,中兴通讯,000063,通信网络设备及器件,销售额,130
1842,20230331,中兴通讯,000063,通信网络设备及器件,销售额,215
1843,20230430,中兴通讯,000063,通信网络设备及器件,销售额,159
1844,20230531,中兴通讯,000063,通信网络设备及器件,销售额,154
1845,20230630,中兴通讯,000063,通信网络设备及器件,销售额,220
1846,20230731,中兴通讯,000063,通信网络设备及器件,销售额,191
1847,20230831,中兴通讯,000063,通信网络设备及器件,销售额,210
1848,20230930,中兴通讯,000063,通信网络设备及器件,销售额,163
1849,20230731,中兴通讯,000063,通信网络设备及器件,销售额,191
1850,20220228,四川长虹,600839,彩电,销售额,381
1851,20220831,四川长虹,600839,彩电,销售额,446
1852,20200229,四川长虹,600839,彩电,销售额,165
1853,20220430,四川长虹,600839,彩电,销售额,376
1854,20200331,四川长虹,600839,彩电,销售额,289
1855,20210731,四川长虹,600839,彩电,销售额,503
1856,20211231,四川长虹,600839,彩电,销售额,550
1858,20210228,四川长虹,600839,彩电,销售额,231
1859,20210531,四川长虹,600839,彩电,销售额,487
1860,20220630,四川长虹,600839,彩电,销售额,659
1861,20210331,四川长虹,600839,彩电,销售额,351
1862,20200531,四川长虹,600839,彩电,销售额,363
1863,20200930,四川长虹,600839,彩电,销售额,319
1864,20221031,四川长虹,600839,彩电,销售额,442
1865,20200731,四川长虹,600839,彩电,销售额,375
1866,20201031,四川长虹,600839,彩电,销售额,385
1867,20210131,四川长虹,600839,彩电,销售额,492
1868,20210430,四川长虹,600839,彩电,销售额,321
1870,20200630,四川长虹,600839,彩电,销售额,401
1871,20201130,四川长虹,600839,彩电,销售额,591
1872,20211031,四川长虹,600839,彩电,销售额,503
1873,20220930,四川长虹,600839,彩电,销售额,367
1874,20201231,四川长虹,600839,彩电,销售额,562
1875,20220131,四川长虹,600839,彩电,销售额,592
1876,20200831,四川长虹,600839,彩电,销售额,367
1877,20210930,四川长虹,600839,彩电,销售额,374
1878,20211130,四川长虹,600839,彩电,销售额,757
1879,20220531,四川长虹,600839,彩电,销售额,395
1880,20220331,四川长虹,600839,彩电,销售额,416
1881,20210630,四川长虹,600839,彩电,销售额,609
1882,20200131,四川长虹,600839,彩电,销售额,363
1884,20210831,四川长虹,600839,彩电,销售额,410
1885,20220731,四川长虹,600839,彩电,销售额,549
1887,20200430,四川长虹,600839,彩电,销售额,293
1888,20221130,四川长虹,600839,彩电,销售额,645
1889,20221231,四川长虹,600839,彩电,销售额,595
1890,20230131,四川长虹,600839,彩电,销售额,488
1891,20230228,四川长虹,600839,彩电,销售额,381
1892,20230331,四川长虹,600839,彩电,销售额,351
1893,20230430,四川长虹,600839,彩电,销售额,353
1894,20230531,四川长虹,600839,彩电,销售额,390
1895,20230630,四川长虹,600839,彩电,销售额,580
1896,20230731,四川长虹,600839,彩电,销售额,595
1897,20230831,四川长虹,600839,彩电,销售额,412
1898,20230930,四川长虹,600839,彩电,销售额,293
1899,20230731,四川长虹,600839,彩电,销售额,595
1901,20210531,TCL科技,000100,面板,销售额,963
1902,20220228,TCL科技,000100,面板,销售额,611
1903,20210331,TCL科技,000100,面板,销售额,727
1904,20200131,TCL科技,000100,面板,销售额,678
1905,20200229,TCL科技,000100,面板,销售额,259
1907,20200531,TCL科技,000100,面板,销售额,902
1908,20220831,TCL科技,000100,面板,销售额,1364
1909,20200630,TCL科技,000100,面板,销售额,1340
1910,20210630,TCL科技,000100,面板,销售额,1587
1911,20210930,TCL科技,000100,面板,销售额,851
1912,20220930,TCL科技,000100,面板,销售额,876
1913,20210430,TCL科技,000100,面板,销售额,589
1914,20200430,TCL科技,000100,面板,销售额,505
1915,20200930,TCL科技,000100,面板,销售额,672
1916,20210228,TCL科技,000100,面板,销售额,523
1917,20220331,TCL科技,000100,面板,销售额,682
1919,20201231,TCL科技,000100,面板,销售额,961
1920,20220630,TCL科技,000100,面板,销售额,2384
1921,20221031,TCL科技,000100,面板,销售额,930
1922,20211231,TCL科技,000100,面板,销售额,982
1924,20200731,TCL科技,000100,面板,销售额,1007
1925,20220531,TCL科技,000100,面板,销售额,746
1926,20220731,TCL科技,000100,面板,销售额,1705
1927,20200831,TCL科技,000100,面板,销售额,949
1928,20201130,TCL科技,000100,面板,销售额,1289
1929,20211031,TCL科技,000100,面板,销售额,873
1930,20210731,TCL科技,000100,面板,销售额,1398
1931,20210831,TCL科技,000100,面板,销售额,955
1932,20220131,TCL科技,000100,面板,销售额,1281
1933,20220430,TCL科技,000100,面板,销售额,583
1934,20201031,TCL科技,000100,面板,销售额,752
1935,20210131,TCL科技,000100,面板,销售额,977
1936,20200331,TCL科技,000100,面板,销售额,468
1937,20211130,TCL科技,000100,面板,销售额,1746
1938,20221130,TCL科技,000100,面板,销售额,2688
1939,20221231,TCL科技,000100,面板,销售额,1341
1940,20230131,TCL科技,000100,面板,销售额,1365
1941,20230228,TCL科技,000100,面板,销售额,820
1942,20230331,TCL科技,000100,面板,销售额,827
1943,20230430,TCL科技,000100,面板,销售额,900
1944,20230531,TCL科技,000100,面板,销售额,1055
1945,20230630,TCL科技,000100,面板,销售额,3362
1946,20230731,TCL科技,000100,面板,销售额,1417
1947,20230831,TCL科技,000100,面板,销售额,1440
1948,20230930,TCL科技,000100,面板,销售额,1198
1949,20230731,TCL科技,000100,面板,销售额,1417
1951,20220630,妙可蓝多,600882,乳品,销售额,82
1952,20210930,妙可蓝多,600882,乳品,销售额,59
1953,20220131,妙可蓝多,600882,乳品,销售额,78
1954,20220331,妙可蓝多,600882,乳品,销售额,75
1955,20211231,妙可蓝多,600882,乳品,销售额,75
1957,20210531,妙可蓝多,600882,乳品,销售额,50
1958,20210731,妙可蓝多,600882,乳品,销售额,42
1959,20200331,妙可蓝多,600882,乳品,销售额,63
1960,20220731,妙可蓝多,600882,乳品,销售额,47
1961,20200131,妙可蓝多,600882,乳品,销售额,31
1962,20200229,妙可蓝多,600882,乳品,销售额,33
1963,20210430,妙可蓝多,600882,乳品,销售额,48
1964,20220430,妙可蓝多,600882,乳品,销售额,55
1965,20200831,妙可蓝多,600882,乳品,销售额,38
1966,20220531,妙可蓝多,600882,乳品,销售额,55
1968,20200531,妙可蓝多,600882,乳品,销售额,45
1969,20200630,妙可蓝多,600882,乳品,销售额,48
1970,20201031,妙可蓝多,600882,乳品,销售额,33
1971,20210131,妙可蓝多,600882,乳品,销售额,67
1973,20210831,妙可蓝多,600882,乳品,销售额,51
1974,20211031,妙可蓝多,600882,乳品,销售额,69
1975,20211130,妙可蓝多,600882,乳品,销售额,108
1976,20210331,妙可蓝多,600882,乳品,销售额,70
1977,20210630,妙可蓝多,600882,乳品,销售额,52
1978,20221031,妙可蓝多,600882,乳品,销售额,45
1979,20200430,妙可蓝多,600882,乳品,销售额,56
1980,20220831,妙可蓝多,600882,乳品,销售额,48
1981,20220228,妙可蓝多,600882,乳品,销售额,48
1982,20201130,妙可蓝多,600882,乳品,销售额,72
1983,20200731,妙可蓝多,600882,乳品,销售额,42
1984,20201231,妙可蓝多,600882,乳品,销售额,51
1985,20220930,妙可蓝多,600882,乳品,销售额,49
1986,20210228,妙可蓝多,600882,乳品,销售额,41
1987,20200930,妙可蓝多,600882,乳品,销售额,61
1988,20221130,妙可蓝多,600882,乳品,销售额,87
1989,20221231,妙可蓝多,600882,乳品,销售额,53
1990,20230131,妙可蓝多,600882,乳品,销售额,51
1991,20230228,妙可蓝多,600882,乳品,销售额,34
1992,20230331,妙可蓝多,600882,乳品,销售额,42
1993,20230430,妙可蓝多,600882,乳品,销售额,33
1994,20230531,妙可蓝多,600882,乳品,销售额,34
1995,20230630,妙可蓝多,600882,乳品,销售额,42
1996,20230731,妙可蓝多,600882,乳品,销售额,37
1997,20230831,妙可蓝多,600882,乳品,销售额,28
1998,20230930,妙可蓝多,600882,乳品,销售额,29
1999,20230731,妙可蓝多,600882,乳品,销售额,37
2000,20200229,鄂尔多斯,600295,冶钢辅料,销售额,7
2003,20200331,鄂尔多斯,600295,冶钢辅料,销售额,16
2006,20200131,鄂尔多斯,600295,冶钢辅料,销售额,49
2007,20210531,鄂尔多斯,600295,冶钢辅料,销售额,8
2008,20220131,鄂尔多斯,600295,冶钢辅料,销售额,67
2009,20200430,鄂尔多斯,600295,冶钢辅料,销售额,7
2010,20200630,鄂尔多斯,600295,冶钢辅料,销售额,28
2011,20201031,鄂尔多斯,600295,冶钢辅料,销售额,36
2012,20210228,鄂尔多斯,600295,冶钢辅料,销售额,18
2013,20220930,鄂尔多斯,600295,冶钢辅料,销售额,20
2014,20210831,鄂尔多斯,600295,冶钢辅料,销售额,13
2015,20211130,鄂尔多斯,600295,冶钢辅料,销售额,212
2016,20220331,鄂尔多斯,600295,冶钢辅料,销售额,20
2017,20201231,鄂尔多斯,600295,冶钢辅料,销售额,78
2018,20220630,鄂尔多斯,600295,冶钢辅料,销售额,17
2019,20220430,鄂尔多斯,600295,冶钢辅料,销售额,11
2020,20200930,鄂尔多斯,600295,冶钢辅料,销售额,21
2021,20210630,鄂尔多斯,600295,冶钢辅料,销售额,23
2022,20211231,鄂尔多斯,600295,冶钢辅料,销售额,83
2023,20200831,鄂尔多斯,600295,冶钢辅料,销售额,11
2024,20200531,鄂尔多斯,600295,冶钢辅料,销售额,9
2025,20220831,鄂尔多斯,600295,冶钢辅料,销售额,12
2026,20210731,鄂尔多斯,600295,冶钢辅料,销售额,10
2027,20220531,鄂尔多斯,600295,冶钢辅料,销售额,6
2028,20220731,鄂尔多斯,600295,冶钢辅料,销售额,9
2029,20210430,鄂尔多斯,600295,冶钢辅料,销售额,11
2030,20210331,鄂尔多斯,600295,冶钢辅料,销售额,17
2031,20210131,鄂尔多斯,600295,冶钢辅料,销售额,49
2032,20201130,鄂尔多斯,600295,冶钢辅料,销售额,142
2033,20211031,鄂尔多斯,600295,冶钢辅料,销售额,34
2034,20220228,鄂尔多斯,600295,冶钢辅料,销售额,23
2035,20221031,鄂尔多斯,600295,冶钢辅料,销售额,35
2036,20200731,鄂尔多斯,600295,冶钢辅料,销售额,14
2037,20210930,鄂尔多斯,600295,冶钢辅料,销售额,39
2038,20221130,鄂尔多斯,600295,冶钢辅料,销售额,158
2039,20221231,鄂尔多斯,600295,冶钢辅料,销售额,71
2040,20230131,鄂尔多斯,600295,冶钢辅料,销售额,52
2041,20230228,鄂尔多斯,600295,冶钢辅料,销售额,37
2042,20230331,鄂尔多斯,600295,冶钢辅料,销售额,26
2043,20230430,鄂尔多斯,600295,冶钢辅料,销售额,18
2044,20230531,鄂尔多斯,600295,冶钢辅料,销售额,14
2045,20230630,鄂尔多斯,600295,冶钢辅料,销售额,34
2046,20230731,鄂尔多斯,600295,冶钢辅料,销售额,12
2047,20230831,鄂尔多斯,600295,冶钢辅料,销售额,22
2048,20230930,鄂尔多斯,600295,冶钢辅料,销售额,24
2049,20230731,鄂尔多斯,600295,冶钢辅料,销售额,12
2050,20210228,水星家纺,603365,家纺,销售额,77
2051,20220731,水星家纺,603365,家纺,销售额,121
2052,20200331,水星家纺,603365,家纺,销售额,96
2053,20210731,水星家纺,603365,家纺,销售额,113
2054,20210831,水星家纺,603365,家纺,销售额,160
2055,20200430,水星家纺,603365,家纺,销售额,96
2056,20220930,水星家纺,603365,家纺,销售额,220
2057,20210331,水星家纺,603365,家纺,销售额,121
2058,20200131,水星家纺,603365,家纺,销售额,91
2059,20211031,水星家纺,603365,家纺,销售额,243
2062,20200630,水星家纺,603365,家纺,销售额,163
2063,20200930,水星家纺,603365,家纺,销售额,142
2064,20210930,水星家纺,603365,家纺,销售额,211
2065,20200731,水星家纺,603365,家纺,销售额,109
2066,20201130,水星家纺,603365,家纺,销售额,642
2067,20211130,水星家纺,603365,家纺,销售额,606
2068,20220131,水星家纺,603365,家纺,销售额,204
2069,20220331,水星家纺,603365,家纺,销售额,198
2071,20210430,水星家纺,603365,家纺,销售额,107
2072,20210531,水星家纺,603365,家纺,销售额,279
2073,20200531,水星家纺,603365,家纺,销售额,164
2074,20210630,水星家纺,603365,家纺,销售额,203
2075,20220228,水星家纺,603365,家纺,销售额,131
2076,20221031,水星家纺,603365,家纺,销售额,212
2078,20220831,水星家纺,603365,家纺,销售额,168
2079,20211231,水星家纺,603365,家纺,销售额,269
2080,20201231,水星家纺,603365,家纺,销售额,334
2081,20210131,水星家纺,603365,家纺,销售额,148
2082,20220630,水星家纺,603365,家纺,销售额,324
2083,20200229,水星家纺,603365,家纺,销售额,44
2084,20201031,水星家纺,603365,家纺,销售额,170
2085,20220430,水星家纺,603365,家纺,销售额,119
2086,20200831,水星家纺,603365,家纺,销售额,112
2087,20220531,水星家纺,603365,家纺,销售额,154
2088,20221130,水星家纺,603365,家纺,销售额,431
2089,20221231,水星家纺,603365,家纺,销售额,270
2090,20230131,水星家纺,603365,家纺,销售额,127
2091,20230228,水星家纺,603365,家纺,销售额,153
2092,20230331,水星家纺,603365,家纺,销售额,186
2093,20230430,水星家纺,603365,家纺,销售额,182
2094,20230531,水星家纺,603365,家纺,销售额,159
2095,20230630,水星家纺,603365,家纺,销售额,289
2096,20230731,水星家纺,603365,家纺,销售额,119
2097,20230831,水星家纺,603365,家纺,销售额,166
2098,20230930,水星家纺,603365,家纺,销售额,197
2099,20230731,水星家纺,603365,家纺,销售额,119
2102,20210430,日播时尚,603196,非运动服装,销售额,14
2103,20200131,日播时尚,603196,非运动服装,销售额,13
2104,20200331,日播时尚,603196,非运动服装,销售额,14
2105,20220731,日播时尚,603196,非运动服装,销售额,19
2106,20210731,日播时尚,603196,非运动服装,销售额,14
2107,20220430,日播时尚,603196,非运动服装,销售额,20
2108,20220531,日播时尚,603196,非运动服装,销售额,16
2109,20220930,日播时尚,603196,非运动服装,销售额,21
2110,20210331,日播时尚,603196,非运动服装,销售额,24
2111,20211130,日播时尚,603196,非运动服装,销售额,90
2112,20220331,日播时尚,603196,非运动服装,销售额,26
2114,20200630,日播时尚,603196,非运动服装,销售额,18
2115,20201031,日播时尚,603196,非运动服装,销售额,23
2116,20201231,日播时尚,603196,非运动服装,销售额,33
2117,20210630,日播时尚,603196,非运动服装,销售额,33
2118,20220630,日播时尚,603196,非运动服装,销售额,37
2119,20200229,日播时尚,603196,非运动服装,销售额,5
2120,20220131,日播时尚,603196,非运动服装,销售额,24
2121,20200831,日播时尚,603196,非运动服装,销售额,10
2123,20211031,日播时尚,603196,非运动服装,销售额,23
2124,20200531,日播时尚,603196,非运动服装,销售额,13
2125,20210831,日播时尚,603196,非运动服装,销售额,25
2126,20210930,日播时尚,603196,非运动服装,销售额,21
2127,20200731,日播时尚,603196,非运动服装,销售额,9
2128,20220228,日播时尚,603196,非运动服装,销售额,21
2129,20221031,日播时尚,603196,非运动服装,销售额,22
2130,20201130,日播时尚,603196,非运动服装,销售额,97
2131,20200930,日播时尚,603196,非运动服装,销售额,15
2132,20210131,日播时尚,603196,非运动服装,销售额,14
2133,20211231,日播时尚,603196,非运动服装,销售额,26
2134,20200430,日播时尚,603196,非运动服装,销售额,8
2135,20220831,日播时尚,603196,非运动服装,销售额,23
2136,20210228,日播时尚,603196,非运动服装,销售额,12
2137,20210531,日播时尚,603196,非运动服装,销售额,13
2138,20221130,日播时尚,603196,非运动服装,销售额,63
2139,20221231,日播时尚,603196,非运动服装,销售额,30
2140,20230131,日播时尚,603196,非运动服装,销售额,34
2141,20230228,日播时尚,603196,非运动服装,销售额,34
2142,20230331,日播时尚,603196,非运动服装,销售额,41
2143,20230430,日播时尚,603196,非运动服装,销售额,31
2144,20230531,日播时尚,603196,非运动服装,销售额,27
2145,20230630,日播时尚,603196,非运动服装,销售额,59
2146,20230731,日播时尚,603196,非运动服装,销售额,27
2147,20230831,日播时尚,603196,非运动服装,销售额,26
2148,20230930,日播时尚,603196,非运动服装,销售额,25
2149,20230731,日播时尚,603196,非运动服装,销售额,27
2150,20210831,上海梅林,600073,肉制品,销售额,31
2151,20200930,上海梅林,600073,肉制品,销售额,58
2152,20210131,上海梅林,600073,肉制品,销售额,92
2153,20201031,上海梅林,600073,肉制品,销售额,41
2154,20220531,上海梅林,600073,肉制品,销售额,39
2155,20210531,上海梅林,600073,肉制品,销售额,34
2156,20200131,上海梅林,600073,肉制品,销售额,67
2157,20220930,上海梅林,600073,肉制品,销售额,40
2158,20200229,上海梅林,600073,肉制品,销售额,45
2159,20200331,上海梅林,600073,肉制品,销售额,52
2160,20201231,上海梅林,600073,肉制品,销售额,74
2162,20220831,上海梅林,600073,肉制品,销售额,34
2163,20220131,上海梅林,600073,肉制品,销售额,91
2164,20220430,上海梅林,600073,肉制品,销售额,45
